0.563,1.026,0.185
0.591,0.774,0.452
1.006,0.681,0.105
0.000,0.509,0.247
0.538,0.894,0.146
0.586,0.764,0.377
0.009,0.388,0.285
0.559,0.856,0.361
0.577,0.543,0.961
0.069,0.953,0.430
0.561,0.759,0.360
0.069,0.344,0.309
0.439,0.554,0.943
0.072,0.885,0.482
0.111,0.348,0.295
0.078,0.319,0.294
0.525,0.536,0.990
0.990,0.725,0.035
0.893,0.747,0.025
0.555,0.584,0.932
0.577,0.991,0.189
0.546,0.903,0.176
0.563,0.836,0.351
0.959,0.852,0.051
0.828,0.981,0.474
0.001,0.521,0.220
0.002,0.527,0.307
0.079,0.977,0.530
0.191,0.923,0.494
0.056,0.932,0.498
0.540,0.994,0.207
0.970,0.705,0.007
0.011,0.372,0.353
0.064,0.912,0.481
0.652,0.917,0.178
0.043,0.354,0.335
0.510,0.593,0.936
0.493,1.001,0.179
0.189,0.978,0.382
0.024,0.499,0.237
0.096,0.937,0.526
0.972,0.700,0.090
1.018,0.720,0.057
0.520,1.047,0.204
0.042,0.907,0.539
0.618,0.738,0.382
1.003,0.719,0.119
0.035,0.273,0.232
0.583,0.976,0.212
0.062,0.247,0.290
0.939,0.704,0.023
0.024,0.376,0.280
0.053,0.325,0.283
0.055,0.385,0.317
0.603,0.987,0.169
0.153,0.972,0.475
0.490,0.518,1.008
0.027,0.491,0.315
0.516,0.542,0.942
0.021,0.548,0.282
0.022,0.497,0.211
0.568,0.645,0.942
0.585,1.031,0.149
0.984,0.794,0.091
0.545,0.562,0.944
0.869,0.847,0.450
0.048,0.486,0.279
0.002,0.460,0.212
0.577,0.995,0.215
0.123,0.316,0.327
0.127,0.303,0.238
1.024,0.738,0.128
0.028,0.326,0.301
0.517,0.596,0.944
0.052,1.019,0.479
0.537,0.743,0.416
0.052,0.870,0.477
0.617,0.743,0.396
0.038,0.343,0.239
0.922,0.665,0.155
0.977,0.759,0.071
0.118,0.982,0.480
0.859,0.858,0.387
0.962,0.758,0.109
0.132,0.952,0.505
0.576,0.969,0.165
0.561,0.495,0.969
0.974,0.755,0.101
0.537,0.567,0.908
0.516,0.972,0.148
0.125,0.360,0.336
0.624,0.807,0.368
0.088,0.956,0.476
0.030,0.906,0.473
0.603,0.978,0.183
0.110,0.962,0.507
0.001,0.283,0.296
0.469,0.599,1.015
0.551,0.586,0.948
0.555,0.898,0.109
0.098,0.882,0.530
0.918,0.710,0.046
0.518,0.609,0.995
0.511,0.600,0.994
0.937,0.771,0.024
0.608,0.740,0.381
0.517,0.945,0.191
0.972,0.712,0.081
0.009,0.882,0.413
0.991,0.730,0.094
0.969,0.731,0.084
0.971,0.697,0.113
0.603,0.708,0.344
0.071,0.345,0.274
0.069,0.941,0.498
0.635,0.784,0.373
0.022,0.504,0.281
0.938,0.774,0.071
0.600,0.788,0.285
0.547,0.837,0.401
0.824,0.911,0.475
0.991,0.703,0.004
0.583,0.748,0.293
0.028,0.966,0.451
0.524,0.812,0.394
0.797,0.884,0.418
0.850,0.839,0.428
0.486,0.558,0.895
1.026,0.728,0.068
0.023,0.458,0.260
1.041,0.719,0.077
0.159,1.019,0.576
0.644,0.740,0.371
0.634,0.982,0.216
0.616,0.714,0.415
0.565,0.979,0.178
0.055,0.446,0.222
0.009,0.451,0.282
0.064,0.533,0.221
1.016,0.709,0.056
0.560,1.004,0.234
0.028,0.956,0.537
0.093,0.322,0.268
0.032,0.353,0.240
0.659,0.976,0.149
0.486,0.638,0.934
0.001,0.470,0.252
0.864,0.876,0.452
0.014,0.470,0.170
0.007,0.333,0.280
0.643,0.951,0.232
0.546,0.971,0.171
0.498,0.964,0.103
0.875,0.937,0.521
0.121,0.985,0.530
0.559,0.583,0.972
1.012,0.775,0.082
0.589,0.736,0.346
0.539,0.900,0.147
0.047,0.951,0.481
0.050,0.906,0.511
0.040,0.303,0.270
0.856,0.894,0.408
0.570,0.928,0.213
0.114,0.344,0.346
0.002,0.512,0.309
0.531,0.570,0.917
0.507,0.562,0.988
0.039,0.463,0.252
0.530,0.954,0.242
0.985,0.676,0.105
0.824,0.943,0.441
0.948,0.669,0.064
0.548,0.612,0.933
0.014,0.417,0.257
0.054,0.451,0.206
0.612,0.910,0.127
0.008,0.525,0.228
0.613,0.791,0.402
0.014,0.432,0.271
0.096,0.977,0.463
0.083,0.882,0.462
0.060,0.337,0.256
0.524,0.570,0.873
0.035,0.481,0.278
0.050,0.845,0.524
0.561,0.969,0.168
0.507,0.555,0.946
0.556,0.584,0.901
0.825,0.975,0.486
0.475,0.506,0.971
0.006,0.372,0.253
0.566,0.779,0.313
0.023,0.486,0.300
0.018,0.509,0.301
0.003,0.348,0.232
0.099,0.948,0.504
0.019,0.474,0.238
0.596,1.050,0.182
0.474,0.530,0.927
0.986,0.685,0.091
0.613,1.015,0.139
0.044,0.482,0.189
0.504,0.508,1.011
0.989,0.700,0.119
0.006,0.510,0.268
0.553,0.587,1.033
0.577,0.773,0.240
0.792,0.860,0.435
0.063,0.432,0.287
0.576,1.074,0.165
0.029,0.521,0.214
0.001,0.490,0.279
0.574,0.942,0.239
0.802,0.959,0.507
0.047,0.874,0.494
0.568,0.904,0.245
0.655,0.818,0.348
0.542,0.518,0.952
0.468,0.966,0.164
0.918,0.907,0.397
0.628,0.765,0.320
0.585,0.802,0.394
0.079,0.370,0.349
0.573,0.717,0.389
0.601,0.779,0.342
0.591,0.991,0.161
0.078,0.949,0.494
0.003,0.391,0.293
0.068,0.376,0.299
0.547,0.485,0.948
0.836,0.925,0.447
0.589,0.715,0.350
0.054,0.434,0.242
0.867,0.880,0.419
0.839,0.991,0.483
0.616,1.035,0.200
0.975,0.762,0.137
0.872,1.009,0.413
0.990,0.713,0.136
0.145,0.352,0.361
0.056,0.298,0.275
0.591,0.997,0.217
0.491,0.501,0.914
0.141,0.920,0.538
0.620,0.989,0.204
0.887,0.878,0.480
0.982,0.732,0.092
0.535,0.523,0.942
0.068,0.882,0.528
0.070,0.976,0.483
0.017,0.253,0.280
0.611,0.968,0.211
0.063,0.479,0.278
0.633,1.000,0.179
0.528,0.687,0.369
0.781,0.905,0.461
0.097,0.949,0.514
0.481,0.581,0.922
