1.006,0.851
0.499,0.871
0.612,0.677
0.979,0.916
0.883,0.918
0.950,0.832
0.615,0.746
0.835,0.912
0.502,0.837
1.033,0.934
0.508,0.843
0.528,0.741
0.529,0.369
0.620,0.674
0.824,0.871
0.603,0.754
0.736,0.772
0.532,0.905
0.693,0.102
0.607,0.806
0.577,0.756
0.718,0.167
0.550,0.789
0.884,0.787
0.620,0.769
0.907,0.868
0.568,0.708
0.498,0.349
0.731,0.643
0.581,0.798
0.907,0.862
0.509,0.370
0.479,0.799
0.449,0.788
0.864,0.799
0.819,0.779
0.635,0.119
0.647,0.162
0.588,0.802
0.628,0.755
0.670,0.709
0.472,0.814
0.997,0.870
0.650,0.129
0.496,0.334
0.667,0.164
0.998,0.839
0.613,0.757
0.592,0.727
1.067,0.843
1.012,0.861
0.529,0.339
0.945,0.918
0.803,0.834
0.639,0.762
0.529,0.842
0.638,0.746
1.020,0.883
0.611,0.810
0.855,0.742
0.710,0.850
0.697,0.107
0.603,0.741
0.518,0.795
0.935,0.831
0.475,0.282
0.555,0.868
0.585,0.794
0.544,0.365
0.506,0.756
1.041,0.927
0.642,0.096
0.668,0.723
0.641,0.122
0.986,0.908
0.477,0.861
0.951,0.873
0.891,0.886
0.751,0.687
0.491,0.824
0.661,0.083
0.436,0.813
0.553,0.351
0.586,0.864
0.603,0.380
0.513,0.332
0.930,0.894
0.646,0.688
0.452,0.922
0.576,0.388
0.575,0.058
0.955,0.883
0.480,0.389
0.577,0.832
0.513,0.395
0.530,0.383
0.541,0.343
0.577,0.724
0.900,0.843
0.947,0.853
0.837,0.852
0.478,0.823
0.542,0.816
0.550,0.830
0.792,0.719
0.661,0.746
0.878,0.878
0.663,0.120
0.582,0.424
0.964,0.822
0.966,0.917
0.886,0.861
0.508,0.814
0.607,0.816
0.608,0.798
0.617,0.728
0.684,0.735
0.491,0.890
0.550,0.395
0.582,0.710
0.498,0.823
1.038,0.864
0.503,0.410
0.800,0.867
0.587,0.299
0.618,0.121
0.521,0.370
0.908,0.851
0.680,0.673
0.487,0.774
0.600,0.873
0.961,0.882
0.952,0.886
0.577,0.160
1.016,0.823
0.460,0.832
0.730,0.691
0.586,0.814
0.606,0.116
0.785,0.710
0.736,0.716
0.608,0.760
0.705,0.146
0.507,0.848
0.581,0.784
0.529,0.866
0.809,0.832
0.628,0.722
0.543,0.832
0.898,0.846
0.926,0.916
0.928,0.860
0.522,0.879
0.617,0.118
0.491,0.754
0.986,0.882
0.539,0.361
0.701,0.065
0.701,0.036
0.480,0.844
0.563,0.711
0.562,0.796
0.835,0.863
0.490,0.875
0.545,0.812
0.823,0.925
0.468,0.305
0.645,0.091
0.494,0.785
0.815,0.786
0.778,0.774
0.470,0.779
0.632,0.825
0.565,0.743
0.542,0.756
0.818,0.884
0.454,0.354
0.864,0.784
0.563,0.797
0.806,0.863
0.583,0.760
0.828,0.838
0.681,0.079
0.515,0.818
1.026,0.809
0.537,0.860
0.853,0.847
0.749,0.697
0.858,0.833
0.380,0.762
0.546,0.818
0.648,0.134
0.652,0.121
0.677,0.815
0.609,0.771
0.657,0.150
0.373,0.881
0.950,0.849
0.449,0.791
0.713,0.741
0.892,0.868
0.793,0.766
0.654,0.676
0.878,0.822
0.626,0.833
0.550,0.781
0.681,0.124
0.816,0.787
0.580,0.810
0.505,0.796
0.628,0.181
0.908,0.921
0.956,0.880
0.616,0.723
0.636,0.788
1.030,0.877
0.530,0.785
0.883,0.792
0.490,0.803
0.508,0.797
0.863,0.878
0.675,0.707
0.626,0.757
0.493,0.303
0.504,0.297
0.645,0.729
0.804,0.898
0.512,0.324
0.428,0.849
0.537,0.325
0.634,0.122
0.912,0.892
0.572,0.292
0.443,0.854
0.953,0.793
0.823,0.856
0.685,0.160
0.594,0.722
0.586,0.734
0.662,0.138
0.631,0.813
0.704,0.139
0.512,0.392
0.900,0.774
0.719,0.646
0.560,0.297
0.643,0.783
0.937,0.819
0.984,0.831
0.753,0.771
0.634,0.133
0.561,0.822
0.713,0.705
0.749,0.684
0.717,0.761
0.706,0.157
0.579,0.731
